cnty,year,legid,ElectionTotalVotes,TotalSeats,rd,p1s,p1v,p2s,p2v,p3s,p3v,p4s,p4v,p5s,p5v,p6s,p6v,p7s,p7v,p8s,p8v,p9s,p9v,p10s,p10v,p11s,p11v,p12s,p12v,p13s,p13v,p14s,p14v,p15s,p15v,p16s,p16v,p17s,p17v,p18s,p18v,p19s,p19v,p20s,p20v,p21s,p21v,p22s,p22v,p23s,p23v,p24s,p24v,p25s,p25v,p26s,p26v,p27s,p27v,p28s,p28v,p29s,p29v,p30s,p30v,p31s,p31v,p32s,p32v,p33s,p33v,p34s,p34v,p35s,p35v,p36s,p36v,p37s,p37v,p38s,p38v,p39s,p39v,p40s,p40v,p41s,p41v,p42s,p42v,p43s,p43v,p44s,p44v,p45s,p45v,p46s,p46v,p47s,p47v,p48s,p48v,p49s,p49v,p50s,p50v,p51s,p51v,p52s,p52v,p53s,p53v,p54s,p54v,p55s,p55v,p56s,p56v,p57s,p57v,p58s,p58v,p59s,p59v,p60s,p60v,p61s,p61v,p62s,p62v,p63s,p63v,p64s,p64v,p65s,p65v,p66s,p66v,p67s,p67v,p68s,p68v,p69s,p69v,p70s,p70v,p71s,p71v,p72s,p72v,p73s,p73v,p74s,p74v,p75s,p75v,p76s,p76v,p77s,p77v,p78s,p78v,p79s,p79v,p80s,p80v,p81s,p81v,p82s,p82v,p83s,p83v,p84s,p84v,p85s,p85v,p86s,p86v,p87s,p87v,p88s,p88v,p89s,p89v,p90s,p90v,p91s,p91v,p92s,p92v,p93s,p93v,p94s,p94v,p95s,p95v,p96s,p96v,p97s,p97v,p98s,p98v,p99s,p99v,p100s,p100v,p101s,p101v,p102s,p102v,p103s,p103v,p104s,p104v,p105s,p105v,p106s,p106v,p107s,p107v,p108s,p108v,p109s,p109v,p110s,p110v,p111s,p111v,p112s,p112v,p113s,p113v,p114s,p114v,p115s,p115v,p116s,p116v,p117s,p117v,p118s,p118v,p119s,p119v,p120s,p120v,p121s,p121v,p122s,p122v,p123s,p123v,p124s,p124v,p125s,p125v,p126s,p126v,p127s,p127v,p128s,p128v,p129s,p129v,p130s,p130v,p131s,p131v,p132s,p132v,p133s,p133v,p134s,p134v,p135s,p135v,p136s,p136v,p137s,p137v,p138s,p138v,p139s,p139v,p140s,p140v,p141s,p141v,p142s,p142v,p143s,p143v,p144s,p144v,p145s,p145v,p146s,p146v,p147s,p147v,p148s,p148v,p149s,p149v,p150s,p150v,p151s,p151v,p152s,p152v,p153s,p153v,p154s,p154v,p155s,p155v,p156s,p156v,p157s,p157v,p158s,p158v,p159s,p159v,p160s,p160v,p161s,p161v,p162s,p162v,p163s,p163v,p164s,p164v,p165s,p165v,p166s,p166v,p167s,p167v,p168s,p168v,p169s,p169v,p170s,p170v,p171s,p171v,p172s,p172v,p173s,p173v,p174s,p174v,p175s,p175v,p176s,p176v,p177s,p177v,p178s,p178v,p179s,p179v,p180s,p180v,p181s,p181v,p182s,p182v,p183s,p183v,p184s,p184v,p185s,p185v,p186s,p186v,p187s,p187v,p188s,p188v,p189s,p189v,p190s,p190v,p191s,p191v,p192s,p192v,p193s,p193v,p194s,p194v,p195s,p195v,p196s,p196v,p197s,p197v,p198s,p198v,p199s,p199v,p200s,p200v,p201s,p201v,p202s,p202v,p203s,p203v,p204s,p204v,p205s,p205v,p206s,p206v,p207s,p207v,p208s,p208v,p209s,p209v,p210s,p210v,p211s,p211v,p212s,p212v,p213s,p213v,p214s,p214v,p215s,p215v,p216s,p216v,p217s,p217v,p218s,p218v,p219s,p219v,p220s,p220v,p221s,p221v,p222s,p222v,p223s,p223v,p224s,p224v,p225s,p225v,p226s,p226v,p227s,p227v,p228s,p228v,p229s,p229v,p230s,p230v,p231s,p231v,p232s,p232v,p233s,p233v,p234s,p234v,p235s,p235v,p236s,p236v,p237s,p237v,p238s,p238v,p239s,p239v,p240s,p240v,p241s,p241v,p242s,p242v,p243s,p243v,p244s,p244v,p245s,p245v,p246s,p246v,p247s,p247v,p248s,p248v,p249s,p249v,p250s,p250v,p251s,p251v,p252s,p252v,p253s,p253v,p254s,p254v,p255s,p255v,p256s,p256v,p257s,p257v,p258s,p258v,p259s,p259v,p260s,p260v,p261s,p261v,p262s,p262v,p263s,p263v,p264s,p264v,p265s,p265v,p266s,p266v,p267s,p267v,p268s,p268v,p269s,p269v,p270s,p270v,p271s,p271v,p272s,p272v,p273s,p273v,p274s,p274v,p275s,p275v,p276s,p276v,p277s,p277v,p278s,p278v,p279s,p279v,p280s,p280v,p281s,p281v,p282s,p282v,p283s,p283v,p284s,p284v,p285s,p285v,p286s,p286v,p287s,p287v,p288s,p288v,p289s,p289v,p290s,p290v,p291s,p291v,p292s,p292v,p293s,p293v,p294s,p294v,p295s,p295v,p296s,p296v,p297s,p297v,p298s,p298v,p299s,p299v,p300s,p300v,p301s,p301v,p302s,p302v,p303s,p303v,p304s,p304v,p305s,p305v,p306s,p306v,p307s,p307v,p308s,p308v,p309s,p309v,p310s,p310v,p311s,p311v,p312s,p312v,p313s,p313v,p314s,p314v,p315s,p315v,p316s,p316v,p317s,p317v,p318s,p318v,p319s,p319v,p320s,p320v,p321s,p321v,p322s,p322v,p323s,p323v,p324s,p324v,p325s,p325v,p326s,p326v,p327s,p327v,p328s,p328v,p329s,p329v,p330s,p330v,p331s,p331v,p332s,p332v,p333s,p333v,p334s,p334v,p335s,p335v,p336s,p336v,p337s,p337v,p338s,p338v,p339s,p339v,p340s,p340v,p341s,p341v,p342s,p342v,p343s,p343v,p344s,p344v,p345s,p345v,p346s,p346v,p347s,p347v,p348s,p348v,p349s,p349v,p350s,p350v,p351s,p351v,p352s,p352v,p353s,p353v,p354s,p354v,p355s,p355v,p356s,p356v,p357s,p357v,p358s,p358v,p359s,p359v,p360s,p360v,p361s,p361v,p362s,p362v,p363s,p363v,p364s,p364v,p365s,p365v,p366s,p366v,p367s,p367v,p368s,p368v,p369s,p369v,p370s,p370v,p371s,p371v,p372s,p372v,p373s,p373v,p374s,p374v,p375s,p375v,p376s,p376v,p377s,p377v,p378s,p378v,p379s,p379v,p380s,p380v,p381s,p381v,p382s,p382v,p383s,p383v,p384s,p384v,p385s,p385v,p386s,p386v,p387s,p387v,p388s,p388v,p389s,p389v,p390s,p390v,p391s,p391v,p392s,p392v,p393s,p393v,p394s,p394v,p395s,p395v,p396s,p396v,p397s,p397v,p398s,p398v,p399s,p399v,p400s,p400v,p401s,p401v,p402s,p402v,p403s,p403v,p404s,p404v,p405s,p405v,p406s,p406v,p407s,p407v,p408s,p408v,p409s,p409v,p410s,p410v,p411s,p411v,p412s,p412v,p413s,p413v,p414s,p414v,p415s,p415v,p416s,p416v,p417s,p417v,p418s,p418v,p419s,p419v,p420s,p420v,p421s,p421v,p422s,p422v,p423s,p423v,p424s,p424v,p425s,p425v,p426s,p426v,p427s,p427v,p428s,p428v,p429s,p429v,p430s,p430v,p431s,p431v,p432s,p432v,p433s,p433v,p434s,p434v,p435s,p435v,p436s,p436v,p437s,p437v,p438s,p438v,p439s,p439v,p440s,p440v,p441s,p441v,p442s,p442v,p443s,p443v,p444s,p444v,p445s,p445v,p446s,p446v,p447s,p447v,p448s,p448v,p449s,p449v,p450s,p450v,p451s,p451v,p452s,p452v,p453s,p453v,p454s,p454v,p455s,p455v,p456s,p456v,p457s,p457v,p458s,p458v,p459s,p459v,p460s,p460v,p461s,p461v,p462s,p462v,p463s,p463v,p464s,p464v,p465s,p465v,p466s,p466v,p467s,p467v,p468s,p468v,p469s,p469v,p470s,p470v,p471s,p471v,p472s,p472v,p473s,p473v,p474s,p474v,p475s,p475v,p476s,p476v,p477s,p477v,p478s,p478v,p479s,p479v,p480s,p480v,p481s,p481v,p482s,p482v,p483s,p483v,p484s,p484v,p485s,p485v,p486s,p486v,p487s,p487v,p488s,p488v,p489s,p489v,p490s,p490v,p491s,p491v,p492s,p492v,p493s,p493v,p494s,p494v,p495s,p495v,p496s,p496v,p497s,p497v,p498s,p498v,p499s,p499v,p500s,p500v,p501s,p501v,p502s,p502v,p503s,p503v,p504s,p504v,p505s,p505v,p506s,p506v,p507s,p507v,p508s,p508v,p509s,p509v,p510s,p510v,p511s,p511v,p512s,p512v,p513s,p513v,p514s,p514v
Canada,2000,1,12829377,301,0,0,0,0,0,38,1377727,0,0,0,19102,66,3273537,0,0,0,0,0,0,0,0,0,9659,0,6785,0,0,0,0,0,0,0,0,0,103206,0,0,0,0,0,15545,0,0,0,0,0,0,0,0,0,0,0,0,172,5252031,0,0,0,0,0,62538,0,8723,0,0,0,0,0,13102,13,1092295,0,0,0,26601,0,0,0,0,0,1528,0,0,0,0,0,0,12,1566998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2002,1,25393051,564,1,0,2854982,0,1214267,1,6095897,0,301376,0,0,0,1139605,0,0,0,0,0,0,0,422148,1,202849,0,0,0,0,6,1227975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63530,0,320042,0,926268,0,330386,0,0,0,0,0,81194,0,276818,0,300286,44,8464599,2,105299,0,388889,0,94218,0,295688,0,204516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2007,1,25292015,554,1,0,1107141,0,1112350,1,6346407,0,0,0,0,0,834148,0,0,96,10078608,0,0,0,212905,1,311714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207062,0,101600,0,11802,2,546919,0,349494,0,228652,8,616182,0,55368,0,0,0,0,0,0,0,0,0,334385,0,0,0,0,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,2002,1,95909736,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7592,0,0,0,0,0,0,0,0,0,16136,0,0,0,0,0,0,0,39489,0,0,0,0,190,29504073,0,0,0,17853,58,8626258,0,0,0,0,0,0,0,0,0,0,0,0,0,39096,0,0,0,3953,0,0,0,0,0,0,0,0,0,0,0,0,0,6003,0,0,0,0,0,0,0,0,0,571,0,168513,0,3252,0,0,0,0,0,0,0,0,0,45183,0,0,0,0,47,6291611,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189714,55,6804149,0,0,0,3870,0,0,0,2310,0,0,0,0,0,0,0,0,0,0,0,0,0,318441,0,0,0,0,0,172751,2,3995905,0,11862,0,0,0,0,0,0,0,0,0,0,0,336618,0,0,0,0,0,0,0,0,0,0,251,38548635,0,0,0,0,0,0,0,520806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43116,0,4950,0,113491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2005,1,94401024,614,0,0,0,0,0,0,0,0,0,0,7251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51590,0,0,0,0,0,0,0,76633,0,0,0,0,180,28527690,0,0,0,1011,46,7384299,0,0,0,0,0,0,0,0,0,0,0,0,0,28824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1655,0,0,0,0,0,0,0,0,0,11116,0,117944,0,0,0,0,0,0,0,0,0,0,0,267906,0,0,0,0,61,6856675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204941,51,6377239,0,0,0,2029,0,0,0,0,0,0,0,0,0,61718,0,0,0,0,0,0,0,1606345,0,0,0,0,0,165632,0,0,0,0,0,15605,0,0,0,0,0,0,0,10269,0,304779,0,0,0,0,0,0,0,0,0,0,222,34323765,0,0,0,496,0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118130,0,5307,0,0,0,0,54,7882362,0,17302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11703,0,10536,0,8739,0,21920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2009,1,86619190,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80635,0,0,0,0,0,0,0,73600,0,0,0,0,194,25684951,0,0,0,6826,45,6021238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45752,0,0,0,247759,0,37751,0,0,0,0,0,0,0,0,0,138566,0,0,0,0,93,10392576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,8620397,0,0,0,0,0,0,0,0,0,0,0,0,0,46773,0,0,0,0,0,0,0,1403967,0,0,0,0,0,52422,0,0,0,0,0,2957,0,0,0,0,0,0,0,0,0,223457,0,0,0,0,0,0,0,0,0,0,146,22070246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6456,0,237902,0,0,76,9947057,0,0,0,25565,0,3285,0,894640,0,139275,0,138551,0,6121,0,11243,0,56399,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
